Geography Type,Geography,Age Range,Group Name,Group Category,Indicator Name,Indicator Category,Time Period,Year,Time Type,Estimate (%),95% CI (%),Sample Size,Suppression Flag
National Estimates,National,5-11 years,Race/Ethnicity,Multi,Vaccination and intent 4 level grouping,Definitely will get vaccinated,Aug 28 - Sept 30 ,2022,Monthly,4.6,1.3 - 7.9,592,0
National Estimates,National,5-11 years,Race/Ethnicity,Multi,Vaccination and intent 4 level grouping,Definitely will get vaccinated,Oct 1 - Oct 29 ,2022,Monthly,1.6,0.4 - 2.9,491,0
National Estimates,National,5-11 years,Race/Ethnicity,Multi,Vaccination and intent 4 level grouping,Definitely will get vaccinated,Oct 30 - Nov 26,2022,Monthly,6.6,1.3 - 11.8,500,0
National Estimates,National,5-11 years,Race/Ethnicity,Multi,Vaccination and intent 4 level grouping,Definitely will get vaccinated,Nov 27 - Dec 31,2022,Monthly,4.8,1.6 - 7.9,696,0
National Estimates,National,5-11 years,Race/Ethnicity,Multi,Vaccination and intent 4 level grouping,Definitely will get vaccinated,Nov 28 - Dec 31,2021,Monthly,22.3,17.1 - 27.5,871,0
National Estimates,National,5-11 years,Sex,Female,Vaccination and intent 4 level grouping,Definitely will get vaccinated,January 1 - January 28,2023,Monthly,1.8,0.5 - 3.0,"1,824",0
National Estimates,National,5-11 years,Sex,Female,Vaccination and intent 4 level grouping,Definitely will get vaccinated,Jan 2  - Jan 29,2022,Monthly,14.1,11.4 - 16.8,"2,239",0
National Estimates,National,5-11 years,Sex,Female,Vaccination and intent 4 level grouping,Definitely will get vaccinated,January 29 - February 25,2023,Monthly,2.2,1.1 - 3.4,"2,000",0
National Estimates,National,5-11 years,Sex,Female,Vaccination and intent 4 level grouping,Definitely will get vaccinated,Jan 30 - Feb 26,2022,Monthly,8.6,6.4 - 10.8,"2,595",0
National Estimates,National,5-11 years,Sex,Female,Vaccination and intent 4 level grouping,Definitely will get vaccinated,February 26 - March 25,2023,Monthly,2.4,1.0 - 3.8,"1,858",0
National Estimates,National,5-11 years,Sex,Female,Vaccination and intent 4 level grouping,Definitely will get vaccinated,Feb 27 - Mar 26,2022,Monthly,7,5.1 - 9.0,"2,660",0
National Estimates,National,5-11 years,Sex,Female,Vaccination and intent 4 level grouping,Definitely will get vaccinated,March 26 - April 29,2023,Monthly,2.3,1.3 - 3.3,"2,435",0
National Estimates,National,5-11 years,Sex,Female,Vaccination and intent 4 level grouping,Definitely will get vaccinated,Mar 27 - Apr 30,2022,Monthly,7.3,5.5 - 9.1,"3,119",0
National Estimates,National,5-11 years,Sex,Female,Vaccination and intent 4 level grouping,Definitely will get vaccinated,April 30 - May 27,2023,Monthly,2.6,1.1 - 4.0,"2,116",0
National Estimates,National,5-11 years,Sex,Female,Vaccination and intent 4 level grouping,Definitely will get vaccinated,May 1 - May 28,2022,Monthly,5.9,4.1 - 7.8,"2,731",0
National Estimates,National,5-11 years,Sex,Female,Vaccination and intent 4 level grouping,Definitely will get vaccinated,May 29 - Jun 30,2022,Monthly,4.2,3.1 - 5.4,"3,178",0
National Estimates,National,5-11 years,Sex,Female,Vaccination and intent 4 level grouping,Definitely will get vaccinated,Jul 1 - Jul 30,2022,Monthly,6.5,4.9 - 8.2,"3,724",0
National Estimates,National,5-11 years,Sex,Female,Vaccination and intent 4 level grouping,Definitely will get vaccinated,Jul 31 - Aug 27,2022,Monthly,4.3,2.9 - 5.8,"2,985",0
National Estimates,National,5-11 years,Sex,Female,Vaccination and intent 4 level grouping,Definitely will get vaccinated,Aug 28 - Sept 30 ,2022,Monthly,4.9,3.0 - 6.9,"1,998",0
National Estimates,National,5-11 years,Sex,Female,Vaccination and intent 4 level grouping,Definitely will get vaccinated,Oct 1 - Oct 29 ,2022,Monthly,3.3,1.6 - 5.0,"1,706",0
National Estimates,National,5-11 years,Sex,Female,Vaccination and intent 4 level grouping,Definitely will get vaccinated,Oct 30 - Nov 26,2022,Monthly,3.8,1.8 - 5.8,"1,660",0
National Estimates,National,5-11 years,Sex,Female,Vaccination and intent 4 level grouping,Definitely will get vaccinated,Nov 27 - Dec 31,2022,Monthly,3.9,2.4 - 5.3,"2,321",0
National Estimates,National,5-11 years,Sex,Female,Vaccination and intent 4 level grouping,Definitely will get vaccinated,Nov 28 - Dec 31,2021,Monthly,20,17.2 - 22.7,"3,020",0
National Estimates,National,5-11 years,Sex,Male,Vaccination and intent 4 level grouping,Definitely will get vaccinated,January 1 - January 28,2023,Monthly,4.7,2.8 - 6.6,"1,966",0
National Estimates,National,5-11 years,Sex,Male,Vaccination and intent 4 level grouping,Definitely will get vaccinated,Jan 2  - Jan 29,2022,Monthly,15.2,12.4 - 18.0,"2,413",0
National Estimates,National,5-11 years,All children 5 � 11 years,All children 5 � 11 years,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Nov 27 - Dec 31,2022,Monthly,44.1,41.5 - 46.8,"4,872",0
National Estimates,National,5-11 years,All children 5 � 11 years,All children 5 � 11 years,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Nov 28 - Dec 31,2021,Monthly,28.8,26.7 - 31.0,"6,347",0
National Estimates,National,5-11 years,Health Insurance,Any Medicaid,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,January 1 - January 28,2023,Monthly,49.7,44.1 - 55.3,853,0
National Estimates,National,5-11 years,Health Insurance,Any Medicaid,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Jan 2  - Jan 29,2022,Monthly,33.3,27.8 - 38.8,813,0
National Estimates,National,5-11 years,Health Insurance,Any Medicaid,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,January 29 - February 25,2023,Monthly,47.5,42.1 - 52.9,956,0
National Estimates,National,5-11 years,Health Insurance,Any Medicaid,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Jan 30 - Feb 26,2022,Monthly,35.2,30.2 - 40.2,"1,105",0
National Estimates,National,5-11 years,Health Insurance,Any Medicaid,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,February 26 - March 25,2023,Monthly,47.1,41.7 - 52.5,932,0
National Estimates,National,5-11 years,Health Insurance,Any Medicaid,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Feb 27 - Mar 26,2022,Monthly,39.2,34.1 - 44.2,"1,157",0
National Estimates,National,5-11 years,Health Insurance,Any Medicaid,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,March 26 - April 29,2023,Monthly,55,50.1 - 59.9,"1,132",0
National Estimates,National,5-11 years,Health Insurance,Any Medicaid,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Mar 27 - Apr 30,2022,Monthly,40.5,36.2 - 44.8,"1,472",0
National Estimates,National,5-11 years,Health Insurance,Any Medicaid,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,April 30 - May 27,2023,Monthly,51.6,46.3 - 56.8,"1,084",0
National Estimates,National,5-11 years,Health Insurance,Any Medicaid,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,May 1 - May 28,2022,Monthly,37.8,33.2 - 42.4,"1,285",0
National Estimates,National,5-11 years,Health Insurance,Any Medicaid,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,May 29 - Jun 30,2022,Monthly,41,36.9 - 45.1,"1,554",0
National Estimates,National,5-11 years,Health Insurance,Any Medicaid,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Jul 1 - Jul 30,2022,Monthly,40.4,36.2 - 44.7,"1,661",0
National Estimates,National,5-11 years,Health Insurance,Any Medicaid,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Jul 31 - Aug 27,2022,Monthly,40.7,36.2 - 45.3,"1,335",0
National Estimates,National,5-11 years,Health Insurance,Any Medicaid,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Aug 28 - Sept 30 ,2022,Monthly,40.2,34.8 - 45.6,965,0
National Estimates,National,5-17 years,Sex,Male,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),Jan 30 - Feb 26,2022,Monthly,44.2,41.5 - 47.0,"4,121",0
National Estimates,National,5-17 years,Sex,Male,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),Oct 1 - Oct 29 ,2022,Monthly,46.4,43.2 - 49.6,"2,867",0
National Estimates,National,6 months-17 years,Age,5 � 11 years,Vaccination and intent 4 level grouping,Definitely will get vaccinated,Oct 1 - Oct 29 ,2022,Monthly,4.2,2.9 - 5.5,"3,574",0
National Estimates,National,5-11 years,Health Insurance,Other Insurance,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Aug 28 - Sept 30 ,2022,Monthly,38.8,35.3 - 42.2,"2,742",0
National Estimates,National,5-11 years,Health Insurance,Other Insurance,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Oct 1 - Oct 29 ,2022,Monthly,42.2,38.4 - 45.9,"2,536",0
National Estimates,National,5-11 years,Health Insurance,Other Insurance,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Oct 30 - Nov 26,2022,Monthly,43.2,39.4 - 47.1,"2,464",0
National Estimates,National,5-11 years,Health Insurance,Other Insurance,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Nov 27 - Dec 31,2022,Monthly,43,39.8 - 46.1,"3,463",0
National Estimates,National,5-11 years,Health Insurance,Other Insurance,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Nov 28 - Dec 31,2021,Monthly,29.4,26.8 - 32.0,"4,732",0
National Estimates,National,5-11 years,Health Insurance,Uninsured,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,January 1 - January 28,2023,Monthly,45.6,29.8 - 61.5,149,0
National Estimates,National,5-11 years,Health Insurance,Uninsured,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Jan 2  - Jan 29,2022,Monthly,38,26.5 - 49.4,174,0
National Estimates,National,5-11 years,Health Insurance,Uninsured,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,January 29 - February 25,2023,Monthly,35.6,22.4 - 48.7,161,0
National Estimates,National,5-11 years,Health Insurance,Uninsured,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Jan 30 - Feb 26,2022,Monthly,32.5,20.8 - 44.2,211,0
National Estimates,National,5-11 years,Health Insurance,Uninsured,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,February 26 - March 25,2023,Monthly,57.3,42.9 - 71.7,138,0
National Estimates,National,5-11 years,Health Insurance,Uninsured,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Feb 27 - Mar 26,2022,Monthly,46.5,35.1 - 57.8,206,0
National Estimates,National,5-11 years,Health Insurance,Uninsured,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,March 26 - April 29,2023,Monthly,45.9,32.4 - 59.4,189,0
National Estimates,National,5-11 years,Health Insurance,Uninsured,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Mar 27 - Apr 30,2022,Monthly,37.5,27.4 - 47.6,281,0
National Estimates,National,5-11 years,Health Insurance,Uninsured,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,April 30 - May 27,2023,Monthly,48.3,34.1 - 62.5,197,0
National Estimates,National,5-11 years,Health Insurance,Uninsured,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,May 1 - May 28,2022,Monthly,44.7,32.3 - 57.1,212,0
National Estimates,National,5-11 years,Health Insurance,Uninsured,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,May 29 - Jun 30,2022,Monthly,41.6,31.0 - 52.1,234,0
National Estimates,National,6 months-17 years,Sex,Male,Vaccination and intent 4 level grouping,Definitely will get vaccinated,January 29 - February 25,2023,Monthly,5.1,4.0 - 6.2,"4,810",0
National Estimates,National,6 months-17 years,Age,12 � 15 years,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),March 26 - April 29,2023,Monthly,56,51.6 - 60.3,"1,713",0
National Estimates,National,6 months-17 years,Age,16 � 17 years,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),April 30 - May 27,2023,Monthly,69.5,63.5 - 75.5,581,0
National Estimates,National,5-11 years,Metropolitan statistical area,Rural,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,May 29 - Jun 30,2022,Monthly,63.2,58.4 - 68.1,"1,011",0
National Estimates,National,5-11 years,Metropolitan statistical area,Rural,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Jul 1 - Jul 30,2022,Monthly,57.3,52.2 - 62.4,"1,143",0
National Estimates,National,5-11 years,Metropolitan statistical area,Rural,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Jul 31 - Aug 27,2022,Monthly,57.8,52.2 - 63.4,875,0
National Estimates,National,5-11 years,Metropolitan statistical area,Rural,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Aug 28 - Sept 30 ,2022,Monthly,56.9,49.5 - 64.4,603,0
National Estimates,National,5-11 years,Metropolitan statistical area,Rural,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Oct 1 - Oct 29 ,2022,Monthly,61.2,53.7 - 68.8,636,0
National Estimates,National,5-11 years,Metropolitan statistical area,Rural,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Oct 30 - Nov 26,2022,Monthly,59.6,52.1 - 67.0,538,0
National Estimates,National,5-11 years,Metropolitan statistical area,Rural,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Nov 27 - Dec 31,2022,Monthly,62.6,56.2 - 69.0,746,0
National Estimates,National,5-11 years,Metropolitan statistical area,Rural,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Nov 28 - Dec 31,2021,Monthly,43.1,37.1 - 49.1,996,0
National Estimates,National,5-11 years,Metropolitan statistical area,Suburban,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,January 1 - January 28,2023,Monthly,45.7,41.7 - 49.6,"1,834",0
National Estimates,National,5-11 years,Metropolitan statistical area,Suburban,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Jan 2  - Jan 29,2022,Monthly,33.1,29.7 - 36.6,"2,353",0
National Estimates,National,5-11 years,Metropolitan statistical area,Suburban,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,January 29 - February 25,2023,Monthly,47.6,43.9 - 51.3,"1,954",0
National Estimates,National,5-11 years,Metropolitan statistical area,Suburban,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Jan 30 - Feb 26,2022,Monthly,34.2,30.8 - 37.5,"2,570",0
National Estimates,National,5-11 years,Metropolitan statistical area,Suburban,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,February 26 - March 25,2023,Monthly,47.7,43.9 - 51.4,"1,938",0
National Estimates,National,5-11 years,Metropolitan statistical area,Suburban,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,Feb 27 - Mar 26,2022,Monthly,37.5,34.2 - 40.9,"2,588",0
National Estimates,National,5-11 years,Metropolitan statistical area,Suburban,Vaccination and intent 4 level grouping,Probably or definitely will not get vaccinated,March 26 - April 29,2023,Monthly,50.1,46.5 - 53.7,"2,285",0
National Estimates,National,6 months-17 years,Age,5 � 11 years,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),Jul 1 - Jul 30,2022,Monthly,33.5,31.8 - 35.3,"7,704",0
National Estimates,National,6 months-17 years,Age,6 months � 4 years,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),Nov 27 - Dec 31,2022,Monthly,9,7.9 - 10.1,"3,125",0
National Estimates,National,6 months-17 years,Race/Ethnicity,Multi,Vaccination and intent 4 level grouping,Vaccinated (>=1 dose),Nov 27 - Dec 31,2022,Monthly,45,40.2 - 49.8,"1,504",0
